Abbreviation,TeamName,Position,GridPosition,Points,Race,Year,Rainfall,AirTemp,TrackTemp,StandingPoints,HomeRace,QualiPosition
MAG,Haas F1 Team,17.0,13.0,0.0,Canadian Grand Prix,2023,0,18.5,30.6,2.0,0,14.0
DEV,AlphaTauri,18.0,17.0,0.0,Canadian Grand Prix,2023,0,18.5,30.6,0.0,0,18.0
RUS,Mercedes,19.0,4.0,0.0,Canadian Grand Prix,2023,0,18.5,30.6,60.0,0,5.0
SAR,Williams,20.0,18.0,0.0,Canadian Grand Prix,2023,0,18.5,30.6,0.0,0,19.0
VER,Red Bull Racing,1.0,1.0,26.0,Austrian Grand Prix,2023,1,22.4,32.1,189.0,0,1.0
LEC,Ferrari,2.0,2.0,18.0,Austrian Grand Prix,2023,1,22.4,32.1,47.0,0,2.0
PER,Red Bull Racing,3.0,15.0,15.0,Austrian Grand Prix,2023,1,22.4,32.1,118.0,0,15.0
NOR,McLaren,4.0,4.0,12.0,Austrian Grand Prix,2023,1,22.4,32.1,12.0,0,4.0
ALO,Aston Martin,5.0,7.0,10.0,Austrian Grand Prix,2023,1,22.4,32.1,114.0,0,7.0
SAI,Ferrari,6.0,3.0,8.0,Austrian Grand Prix,2023,1,22.4,32.1,64.0,0,3.0
RUS,Mercedes,7.0,11.0,6.0,Austrian Grand Prix,2023,1,22.4,32.1,60.0,0,11.0
HAM,Mercedes,8.0,5.0,4.0,Austrian Grand Prix,2023,1,22.4,32.1,100.0,0,5.0
STR,Aston Martin,9.0,6.0,2.0,Austrian Grand Prix,2023,1,22.4,32.1,36.0,0,6.0
GAS,Alpine,10.0,9.0,1.0,Austrian Grand Prix,2023,1,22.4,32.1,15.0,0,9.0
ALB,Williams,11.0,10.0,0.0,Austrian Grand Prix,2023,1,22.4,32.1,7.0,0,10.0
ZHO,Alfa Romeo,12.0,17.0,0.0,Austrian Grand Prix,2023,1,22.4,32.1,4.0,0,17.0
SAR,Williams,13.0,18.0,0.0,Austrian Grand Prix,2023,1,22.4,32.1,0.0,0,18.0
OCO,Alpine,14.0,12.0,0.0,Austrian Grand Prix,2023,1,22.4,32.1,29.0,0,12.0
BOT,Alfa Romeo,15.0,14.0,0.0,Austrian Grand Prix,2023,1,22.4,32.1,5.0,0,14.0
PIA,McLaren,16.0,13.0,0.0,Austrian Grand Prix,2023,1,22.4,32.1,5.0,0,13.0
DEV,AlphaTauri,17.0,20.0,0.0,Austrian Grand Prix,2023,1,22.4,32.1,0.0,0,20.0
MAG,Haas F1 Team,18.0,19.0,0.0,Austrian Grand Prix,2023,1,22.4,32.1,2.0,0,19.0
TSU,AlphaTauri,19.0,16.0,0.0,Austrian Grand Prix,2023,1,22.4,32.1,2.0,0,16.0
HUL,Haas F1 Team,20.0,8.0,0.0,Austrian Grand Prix,2023,1,22.4,32.1,6.0,0,8.0
VER,Red Bull Racing,1.0,1.0,26.0,British Grand Prix,2023,0,21.5,30.9,215.0,0,1.0
NOR,McLaren,2.0,2.0,18.0,British Grand Prix,2023,0,21.5,30.9,24.0,1,2.0
HAM,Mercedes,3.0,7.0,15.0,British Grand Prix,2023,0,21.5,30.9,104.0,1,7.0
PIA,McLaren,4.0,3.0,12.0,British Grand Prix,2023,0,21.5,30.9,5.0,0,3.0
RUS,Mercedes,5.0,6.0,10.0,British Grand Prix,2023,0,21.5,30.9,66.0,1,6.0
PER,Red Bull Racing,6.0,15.0,8.0,British Grand Prix,2023,0,21.5,30.9,133.0,0,15.0
ALO,Aston Martin,7.0,9.0,6.0,British Grand Prix,2023,0,21.5,30.9,124.0,0,9.0
ALB,Williams,8.0,8.0,4.0,British Grand Prix,2023,0,21.5,30.9,7.0,0,8.0
LEC,Ferrari,9.0,4.0,2.0,British Grand Prix,2023,0,21.5,30.9,65.0,0,4.0
SAI,Ferrari,10.0,5.0,1.0,British Grand Prix,2023,0,21.5,30.9,72.0,0,5.0
SAR,Williams,11.0,14.0,0.0,British Grand Prix,2023,0,21.5,30.9,0.0,0,14.0
BOT,Alfa Romeo,12.0,20.0,0.0,British Grand Prix,2023,0,21.5,30.9,5.0,0,15.0
HUL,Haas F1 Team,13.0,11.0,0.0,British Grand Prix,2023,0,21.5,30.9,6.0,0,11.0
STR,Aston Martin,14.0,12.0,0.0,British Grand Prix,2023,0,21.5,30.9,38.0,0,12.0
ZHO,Alfa Romeo,15.0,17.0,0.0,British Grand Prix,2023,0,21.5,30.9,4.0,0,17.0
TSU,AlphaTauri,16.0,16.0,0.0,British Grand Prix,2023,0,21.5,30.9,2.0,0,16.0
DEV,AlphaTauri,17.0,18.0,0.0,British Grand Prix,2023,0,21.5,30.9,0.0,0,18.0
GAS,Alpine,18.0,10.0,0.0,British Grand Prix,2023,0,21.5,30.9,16.0,0,10.0
MAG,Haas F1 Team,19.0,19.0,0.0,British Grand Prix,2023,0,21.5,30.9,2.0,0,19.0
OCO,Alpine,20.0,13.0,0.0,British Grand Prix,2023,0,21.5,30.9,29.0,0,13.0
VER,Red Bull Racing,1.0,2.0,26.0,Hungarian Grand Prix,2023,0,28.8,48.6,241.0,0,2.0
NOR,McLaren,2.0,3.0,18.0,Hungarian Grand Prix,2023,0,28.8,48.6,42.0,0,3.0
PER,Red Bull Racing,3.0,9.0,15.0,Hungarian Grand Prix,2023,0,28.8,48.6,141.0,0,9.0
HAM,Mercedes,4.0,1.0,12.0,Hungarian Grand Prix,2023,0,28.8,48.6,119.0,0,1.0
PIA,McLaren,5.0,4.0,10.0,Hungarian Grand Prix,2023,0,28.8,48.6,17.0,0,4.0
RUS,Mercedes,6.0,18.0,8.0,Hungarian Grand Prix,2023,0,28.8,48.6,76.0,0,18.0
LEC,Ferrari,7.0,6.0,6.0,Hungarian Grand Prix,2023,0,28.8,48.6,67.0,0,6.0
SAI,Ferrari,8.0,11.0,4.0,Hungarian Grand Prix,2023,0,28.8,48.6,73.0,0,11.0
ALO,Aston Martin,9.0,8.0,2.0,Hungarian Grand Prix,2023,0,28.8,48.6,130.0,0,8.0
STR,Aston Martin,10.0,14.0,1.0,Hungarian Grand Prix,2023,0,28.8,48.6,38.0,0,14.0
ALB,Williams,11.0,16.0,0.0,Hungarian Grand Prix,2023,0,28.8,48.6,11.0,0,16.0
BOT,Alfa Romeo,12.0,7.0,0.0,Hungarian Grand Prix,2023,0,28.8,48.6,5.0,0,7.0
RIC,AlphaTauri,13.0,13.0,0.0,Hungarian Grand Prix,2023,0,28.8,48.6,0.0,0,13.0
HUL,Haas F1 Team,14.0,10.0,0.0,Hungarian Grand Prix,2023,0,28.8,48.6,6.0,0,10.0
TSU,AlphaTauri,15.0,17.0,0.0,Hungarian Grand Prix,2023,0,28.8,48.6,2.0,0,17.0
ZHO,Alfa Romeo,16.0,5.0,0.0,Hungarian Grand Prix,2023,0,28.8,48.6,4.0,0,5.0
MAG,Haas F1 Team,17.0,19.0,0.0,Hungarian Grand Prix,2023,0,28.8,48.6,2.0,0,19.0
SAR,Williams,18.0,20.0,0.0,Hungarian Grand Prix,2023,0,28.8,48.6,0.0,0,20.0
OCO,Alpine,19.0,12.0,0.0,Hungarian Grand Prix,2023,0,28.8,48.6,29.0,0,12.0
GAS,Alpine,20.0,15.0,0.0,Hungarian Grand Prix,2023,0,28.8,48.6,16.0,0,15.0
VER,Red Bull Racing,1.0,6.0,25.0,Belgian Grand Prix,2023,1,17.9,28.2,267.0,0,1.0
PER,Red Bull Racing,2.0,2.0,18.0,Belgian Grand Prix,2023,1,17.9,28.2,156.0,0,3.0
LEC,Ferrari,3.0,1.0,15.0,Belgian Grand Prix,2023,1,17.9,28.2,73.0,0,2.0
HAM,Mercedes,4.0,3.0,13.0,Belgian Grand Prix,2023,1,17.9,28.2,131.0,0,4.0
ALO,Aston Martin,5.0,9.0,10.0,Belgian Grand Prix,2023,1,17.9,28.2,132.0,0,9.0
RUS,Mercedes,6.0,8.0,8.0,Belgian Grand Prix,2023,1,17.9,28.2,84.0,0,8.0
NOR,McLaren,7.0,7.0,6.0,Belgian Grand Prix,2023,1,17.9,28.2,60.0,0,7.0
OCO,Alpine,8.0,14.0,4.0,Belgian Grand Prix,2023,1,17.9,28.2,29.0,0,15.0
STR,Aston Martin,9.0,10.0,2.0,Belgian Grand Prix,2023,1,17.9,28.2,39.0,0,10.0
TSU,AlphaTauri,10.0,11.0,1.0,Belgian Grand Prix,2023,1,17.9,28.2,2.0,0,11.0
GAS,Alpine,11.0,12.0,0.0,Belgian Grand Prix,2023,1,17.9,28.2,16.0,0,12.0
BOT,Alfa Romeo,12.0,13.0,0.0,Belgian Grand Prix,2023,1,17.9,28.2,5.0,0,14.0
ZHO,Alfa Romeo,13.0,17.0,0.0,Belgian Grand Prix,2023,1,17.9,28.2,4.0,0,17.0
ALB,Williams,14.0,15.0,0.0,Belgian Grand Prix,2023,1,17.9,28.2,11.0,0,16.0
MAG,Haas F1 Team,15.0,16.0,0.0,Belgian Grand Prix,2023,1,17.9,28.2,2.0,0,13.0
RIC,AlphaTauri,16.0,19.0,0.0,Belgian Grand Prix,2023,1,17.9,28.2,0.0,0,19.0
SAR,Williams,17.0,18.0,0.0,Belgian Grand Prix,2023,1,17.9,28.2,0.0,0,18.0
HUL,Haas F1 Team,18.0,20.0,0.0,Belgian Grand Prix,2023,1,17.9,28.2,6.0,0,20.0
SAI,Ferrari,19.0,4.0,0.0,Belgian Grand Prix,2023,1,17.9,28.2,77.0,0,5.0
PIA,McLaren,20.0,5.0,0.0,Belgian Grand Prix,2023,1,17.9,28.2,27.0,0,6.0
VER,Red Bull Racing,1.0,1.0,25.0,Dutch Grand Prix,2023,1,16.8,24.9,292.0,1,1.0
ALO,Aston Martin,2.0,5.0,19.0,Dutch Grand Prix,2023,1,16.8,24.9,142.0,0,5.0
GAS,Alpine,3.0,12.0,15.0,Dutch Grand Prix,2023,1,16.8,24.9,16.0,0,12.0
PER,Red Bull Racing,4.0,7.0,12.0,Dutch Grand Prix,2023,1,16.8,24.9,174.0,0,7.0
SAI,Ferrari,5.0,6.0,10.0,Dutch Grand Prix,2023,1,16.8,24.9,77.0,0,6.0
HAM,Mercedes,6.0,13.0,8.0,Dutch Grand Prix,2023,1,16.8,24.9,144.0,0,13.0
NOR,McLaren,7.0,2.0,6.0,Dutch Grand Prix,2023,1,16.8,24.9,66.0,0,2.0
ALB,Williams,8.0,4.0,4.0,Dutch Grand Prix,2023,1,16.8,24.9,11.0,0,4.0
PIA,McLaren,9.0,8.0,2.0,Dutch Grand Prix,2023,1,16.8,24.9,27.0,0,8.0
OCO,Alpine,10.0,16.0,1.0,Dutch Grand Prix,2023,1,16.8,24.9,33.0,0,17.0
STR,Aston Martin,11.0,11.0,0.0,Dutch Grand Prix,2023,1,16.8,24.9,41.0,0,11.0
HUL,Haas F1 Team,12.0,14.0,0.0,Dutch Grand Prix,2023,1,16.8,24.9,6.0,0,15.0
LAW,AlphaTauri,13.0,19.0,0.0,Dutch Grand Prix,2023,1,16.8,24.9,0.0,0,20.0
BOT,Alfa Romeo,14.0,18.0,0.0,Dutch Grand Prix,2023,1,16.8,24.9,5.0,0,19.0
TSU,AlphaTauri,15.0,17.0,0.0,Dutch Grand Prix,2023,1,16.8,24.9,3.0,0,14.0
MAG,Haas F1 Team,16.0,0.0,0.0,Dutch Grand Prix,2023,1,16.8,24.9,2.0,0,18.0
RUS,Mercedes,17.0,3.0,0.0,Dutch Grand Prix,2023,1,16.8,24.9,92.0,0,3.0
ZHO,Alfa Romeo,18.0,15.0,0.0,Dutch Grand Prix,2023,1,16.8,24.9,4.0,0,16.0
LEC,Ferrari,19.0,9.0,0.0,Dutch Grand Prix,2023,1,16.8,24.9,88.0,0,9.0
SAR,Williams,20.0,10.0,0.0,Dutch Grand Prix,2023,1,16.8,24.9,0.0,0,10.0
VER,Red Bull Racing,1.0,2.0,25.0,Italian Grand Prix,2023,0,29.3,42.9,317.0,0,2.0
PER,Red Bull Racing,2.0,5.0,18.0,Italian Grand Prix,2023,0,29.3,42.9,186.0,0,5.0
SAI,Ferrari,3.0,1.0,15.0,Italian Grand Prix,2023,0,29.3,42.9,87.0,0,1.0
LEC,Ferrari,4.0,3.0,12.0,Italian Grand Prix,2023,0,29.3,42.9,88.0,0,3.0
RUS,Mercedes,5.0,4.0,10.0,Italian Grand Prix,2023,0,29.3,42.9,92.0,0,4.0
HAM,Mercedes,6.0,8.0,8.0,Italian Grand Prix,2023,0,29.3,42.9,152.0,0,8.0
ALB,Williams,7.0,6.0,6.0,Italian Grand Prix,2023,0,29.3,42.9,15.0,0,6.0
NOR,McLaren,8.0,9.0,4.0,Italian Grand Prix,2023,0,29.3,42.9,72.0,0,9.0
ALO,Aston Martin,9.0,10.0,2.0,Italian Grand Prix,2023,0,29.3,42.9,161.0,0,10.0
BOT,Alfa Romeo,10.0,14.0,1.0,Italian Grand Prix,2023,0,29.3,42.9,5.0,0,14.0
LAW,AlphaTauri,11.0,12.0,0.0,Italian Grand Prix,2023,0,29.3,42.9,0.0,0,12.0
PIA,McLaren,12.0,7.0,0.0,Italian Grand Prix,2023,0,29.3,42.9,29.0,0,7.0
SAR,Williams,13.0,15.0,0.0,Italian Grand Prix,2023,0,29.3,42.9,0.0,0,15.0
ZHO,Alfa Romeo,14.0,16.0,0.0,Italian Grand Prix,2023,0,29.3,42.9,4.0,0,16.0
GAS,Alpine,15.0,17.0,0.0,Italian Grand Prix,2023,0,29.3,42.9,31.0,0,17.0
STR,Aston Martin,16.0,20.0,0.0,Italian Grand Prix,2023,0,29.3,42.9,41.0,0,20.0
HUL,Haas F1 Team,17.0,13.0,0.0,Italian Grand Prix,2023,0,29.3,42.9,6.0,0,13.0
MAG,Haas F1 Team,18.0,19.0,0.0,Italian Grand Prix,2023,0,29.3,42.9,2.0,0,19.0
OCO,Alpine,19.0,18.0,0.0,Italian Grand Prix,2023,0,29.3,42.9,34.0,0,18.0
TSU,AlphaTauri,20.0,11.0,0.0,Italian Grand Prix,2023,0,29.3,42.9,3.0,0,11.0
SAI,Ferrari,1.0,1.0,25.0,Singapore Grand Prix,2023,0,29.8,36.4,102.0,0,1.0
NOR,McLaren,2.0,4.0,18.0,Singapore Grand Prix,2023,0,29.8,36.4,76.0,0,4.0
HAM,Mercedes,3.0,5.0,16.0,Singapore Grand Prix,2023,0,29.8,36.4,160.0,0,5.0
LEC,Ferrari,4.0,3.0,12.0,Singapore Grand Prix,2023,0,29.8,36.4,100.0,0,3.0
VER,Red Bull Racing,5.0,11.0,10.0,Singapore Grand Prix,2023,0,29.8,36.4,342.0,0,11.0
GAS,Alpine,6.0,12.0,8.0,Singapore Grand Prix,2023,0,29.8,36.4,31.0,0,12.0
PIA,McLaren,7.0,17.0,6.0,Singapore Grand Prix,2023,0,29.8,36.4,29.0,0,17.0
PER,Red Bull Racing,8.0,13.0,4.0,Singapore Grand Prix,2023,0,29.8,36.4,204.0,0,13.0
LAW,AlphaTauri,9.0,10.0,2.0,Singapore Grand Prix,2023,0,29.8,36.4,0.0,0,10.0
MAG,Haas F1 Team,10.0,6.0,1.0,Singapore Grand Prix,2023,0,29.8,36.4,2.0,0,6.0
ALB,Williams,11.0,14.0,0.0,Singapore Grand Prix,2023,0,29.8,36.4,21.0,0,14.0
ZHO,Alfa Romeo,12.0,19.0,0.0,Singapore Grand Prix,2023,0,29.8,36.4,4.0,0,19.0
HUL,Haas F1 Team,13.0,9.0,0.0,Singapore Grand Prix,2023,0,29.8,36.4,6.0,0,9.0
SAR,Williams,14.0,18.0,0.0,Singapore Grand Prix,2023,0,29.8,36.4,0.0,0,18.0
ALO,Aston Martin,15.0,7.0,0.0,Singapore Grand Prix,2023,0,29.8,36.4,163.0,0,7.0
RUS,Mercedes,16.0,2.0,0.0,Singapore Grand Prix,2023,0,29.8,36.4,102.0,0,2.0
BOT,Alfa Romeo,17.0,16.0,0.0,Singapore Grand Prix,2023,0,29.8,36.4,6.0,0,16.0
OCO,Alpine,18.0,8.0,0.0,Singapore Grand Prix,2023,0,29.8,36.4,34.0,0,8.0
TSU,AlphaTauri,19.0,15.0,0.0,Singapore Grand Prix,2023,0,29.8,36.4,3.0,0,15.0
STR,Aston Martin,,,0.0,Singapore Grand Prix,2023,0,29.8,36.4,41.0,0,20.0
VER,Red Bull Racing,1.0,1.0,26.0,Japanese Grand Prix,2023,0,27.3,42.1,352.0,0,1.0
NOR,McLaren,2.0,3.0,18.0,Japanese Grand Prix,2023,0,27.3,42.1,94.0,0,3.0
PIA,McLaren,3.0,2.0,15.0,Japanese Grand Prix,2023,0,27.3,42.1,35.0,0,2.0
LEC,Ferrari,4.0,4.0,12.0,Japanese Grand Prix,2023,0,27.3,42.1,112.0,0,4.0
HAM,Mercedes,5.0,7.0,10.0,Japanese Grand Prix,2023,0,27.3,42.1,176.0,0,7.0
SAI,Ferrari,6.0,6.0,8.0,Japanese Grand Prix,2023,0,27.3,42.1,127.0,0,6.0
RUS,Mercedes,7.0,8.0,6.0,Japanese Grand Prix,2023,0,27.3,42.1,102.0,0,8.0
ALO,Aston Martin,8.0,10.0,4.0,Japanese Grand Prix,2023,0,27.3,42.1,163.0,0,10.0
OCO,Alpine,9.0,14.0,2.0,Japanese Grand Prix,2023,0,27.3,42.1,34.0,0,14.0
GAS,Alpine,10.0,12.0,1.0,Japanese Grand Prix,2023,0,27.3,42.1,39.0,0,12.0
LAW,AlphaTauri,11.0,11.0,0.0,Japanese Grand Prix,2023,0,27.3,42.1,2.0,0,11.0
TSU,AlphaTauri,12.0,9.0,0.0,Japanese Grand Prix,2023,0,27.3,42.1,3.0,1,9.0
ZHO,Alfa Romeo,13.0,19.0,0.0,Japanese Grand Prix,2023,0,27.3,42.1,4.0,0,19.0
HUL,Haas F1 Team,14.0,18.0,0.0,Japanese Grand Prix,2023,0,27.3,42.1,6.0,0,18.0
MAG,Haas F1 Team,15.0,15.0,0.0,Japanese Grand Prix,2023,0,27.3,42.1,3.0,0,15.0
ALB,Williams,16.0,13.0,0.0,Japanese Grand Prix,2023,0,27.3,42.1,21.0,0,13.0
SAR,Williams,17.0,20.0,0.0,Japanese Grand Prix,2023,0,27.3,42.1,0.0,0,20.0
STR,Aston Martin,18.0,17.0,0.0,Japanese Grand Prix,2023,0,27.3,42.1,41.0,0,17.0
PER,Red Bull Racing,19.0,5.0,0.0,Japanese Grand Prix,2023,0,27.3,42.1,208.0,0,5.0
BOT,Alfa Romeo,20.0,16.0,0.0,Japanese Grand Prix,2023,0,27.3,42.1,6.0,0,16.0
VER,Red Bull Racing,1.0,1.0,26.0,Qatar Grand Prix,2023,0,31.5,36.9,378.0,0,1.0
PIA,McLaren,2.0,6.0,18.0,Qatar Grand Prix,2023,0,31.5,36.9,50.0,0,6.0
NOR,McLaren,3.0,10.0,15.0,Qatar Grand Prix,2023,0,31.5,36.9,112.0,0,10.0
RUS,Mercedes,4.0,2.0,12.0,Qatar Grand Prix,2023,0,31.5,36.9,108.0,0,2.0
LEC,Ferrari,5.0,5.0,10.0,Qatar Grand Prix,2023,0,31.5,36.9,124.0,0,5.0
ALO,Aston Martin,6.0,4.0,8.0,Qatar Grand Prix,2023,0,31.5,36.9,167.0,0,4.0
OCO,Alpine,7.0,8.0,6.0,Qatar Grand Prix,2023,0,31.5,36.9,36.0,0,8.0
BOT,Alfa Romeo,8.0,9.0,4.0,Qatar Grand Prix,2023,0,31.5,36.9,6.0,0,9.0
ZHO,Alfa Romeo,9.0,19.0,2.0,Qatar Grand Prix,2023,0,31.5,36.9,4.0,0,20.0
PER,Red Bull Racing,10.0,20.0,1.0,Qatar Grand Prix,2023,0,31.5,36.9,208.0,0,13.0
STR,Aston Martin,11.0,16.0,0.0,Qatar Grand Prix,2023,0,31.5,36.9,41.0,0,17.0
GAS,Alpine,12.0,7.0,0.0,Qatar Grand Prix,2023,0,31.5,36.9,40.0,0,7.0
ALB,Williams,13.0,13.0,0.0,Qatar Grand Prix,2023,0,31.5,36.9,21.0,0,14.0
MAG,Haas F1 Team,14.0,18.0,0.0,Qatar Grand Prix,2023,0,31.5,36.9,3.0,0,19.0
TSU,AlphaTauri,15.0,11.0,0.0,Qatar Grand Prix,2023,0,31.5,36.9,3.0,0,11.0
HUL,Haas F1 Team,16.0,14.0,0.0,Qatar Grand Prix,2023,0,31.5,36.9,6.0,0,15.0
LAW,AlphaTauri,17.0,17.0,0.0,Qatar Grand Prix,2023,0,31.5,36.9,2.0,0,18.0
SAR,Williams,18.0,15.0,0.0,Qatar Grand Prix,2023,0,31.5,36.9,0.0,0,16.0
HAM,Mercedes,19.0,3.0,0.0,Qatar Grand Prix,2023,0,31.5,36.9,186.0,0,3.0
SAI,Ferrari,20.0,12.0,0.0,Qatar Grand Prix,2023,0,31.5,36.9,135.0,0,12.0
VER,Red Bull Racing,1.0,6.0,25.0,United States Grand Prix,2023,0,30.0,40.6,404.0,0,6.0
NOR,McLaren,2.0,2.0,18.0,United States Grand Prix,2023,0,30.0,40.6,127.0,0,2.0
SAI,Ferrari,3.0,4.0,15.0,United States Grand Prix,2023,0,30.0,40.6,135.0,0,4.0
PER,Red Bull Racing,4.0,9.0,12.0,United States Grand Prix,2023,0,30.0,40.6,209.0,0,9.0
RUS,Mercedes,5.0,5.0,10.0,United States Grand Prix,2023,0,30.0,40.6,120.0,0,5.0
GAS,Alpine,6.0,7.0,8.0,United States Grand Prix,2023,0,30.0,40.6,40.0,0,7.0
STR,Aston Martin,7.0,20.0,6.0,United States Grand Prix,2023,0,30.0,40.6,41.0,0,19.0
TSU,AlphaTauri,8.0,11.0,5.0,United States Grand Prix,2023,0,30.0,40.6,3.0,0,11.0
ALB,Williams,9.0,15.0,2.0,United States Grand Prix,2023,0,30.0,40.6,21.0,0,18.0
SAR,Williams,10.0,16.0,1.0,United States Grand Prix,2023,0,30.0,40.6,0.0,0,20.0
HUL,Haas F1 Team,11.0,18.0,0.0,United States Grand Prix,2023,0,30.0,40.6,6.0,0,16.0
BOT,Alfa Romeo,12.0,13.0,0.0,United States Grand Prix,2023,0,30.0,40.6,10.0,0,13.0
ZHO,Alfa Romeo,13.0,12.0,0.0,United States Grand Prix,2023,0,30.0,40.6,6.0,0,12.0
MAG,Haas F1 Team,14.0,17.0,0.0,United States Grand Prix,2023,0,30.0,40.6,3.0,0,14.0
RIC,AlphaTauri,15.0,14.0,0.0,United States Grand Prix,2023,0,30.0,40.6,0.0,0,15.0
ALO,Aston Martin,16.0,19.0,0.0,United States Grand Prix,2023,0,30.0,40.6,175.0,0,17.0
PIA,McLaren,17.0,10.0,0.0,United States Grand Prix,2023,0,30.0,40.6,68.0,0,10.0
OCO,Alpine,18.0,8.0,0.0,United States Grand Prix,2023,0,30.0,40.6,42.0,0,8.0
HAM,Mercedes,19.0,3.0,0.0,United States Grand Prix,2023,0,30.0,40.6,186.0,0,3.0
LEC,Ferrari,20.0,1.0,0.0,United States Grand Prix,2023,0,30.0,40.6,134.0,0,1.0
VER,Red Bull Racing,1.0,3.0,25.0,Mexico City Grand Prix,2023,0,25.5,45.6,429.0,0,3.0
HAM,Mercedes,2.0,6.0,19.0,Mexico City Grand Prix,2023,0,25.5,45.6,186.0,0,6.0
LEC,Ferrari,3.0,1.0,15.0,Mexico City Grand Prix,2023,0,25.5,45.6,134.0,0,1.0
SAI,Ferrari,4.0,2.0,12.0,Mexico City Grand Prix,2023,0,25.5,45.6,150.0,0,2.0
NOR,McLaren,5.0,17.0,10.0,Mexico City Grand Prix,2023,0,25.5,45.6,145.0,0,19.0
RUS,Mercedes,6.0,8.0,8.0,Mexico City Grand Prix,2023,0,25.5,45.6,130.0,0,8.0
RIC,AlphaTauri,7.0,4.0,6.0,Mexico City Grand Prix,2023,0,25.5,45.6,0.0,0,4.0
PIA,McLaren,8.0,7.0,4.0,Mexico City Grand Prix,2023,0,25.5,45.6,68.0,0,7.0
ALB,Williams,9.0,14.0,2.0,Mexico City Grand Prix,2023,0,25.5,45.6,23.0,0,14.0
OCO,Alpine,10.0,15.0,1.0,Mexico City Grand Prix,2023,0,25.5,45.6,42.0,0,16.0
GAS,Alpine,11.0,11.0,0.0,Mexico City Grand Prix,2023,0,25.5,45.6,48.0,0,11.0
TSU,AlphaTauri,12.0,18.0,0.0,Mexico City Grand Prix,2023,0,25.5,45.6,8.0,0,15.0
HUL,Haas F1 Team,13.0,12.0,0.0,Mexico City Grand Prix,2023,0,25.5,45.6,6.0,0,12.0
ZHO,Alfa Romeo,14.0,10.0,0.0,Mexico City Grand Prix,2023,0,25.5,45.6,6.0,0,10.0
BOT,Alfa Romeo,15.0,9.0,0.0,Mexico City Grand Prix,2023,0,25.5,45.6,10.0,0,9.0
SAR,Williams,16.0,19.0,0.0,Mexico City Grand Prix,2023,0,25.5,45.6,1.0,0,20.0
STR,Aston Martin,17.0,0.0,0.0,Mexico City Grand Prix,2023,0,25.5,45.6,47.0,0,18.0
ALO,Aston Martin,18.0,13.0,0.0,Mexico City Grand Prix,2023,0,25.5,45.6,175.0,0,13.0
MAG,Haas F1 Team,19.0,16.0,0.0,Mexico City Grand Prix,2023,0,25.5,45.6,3.0,0,17.0
PER,Red Bull Racing,20.0,5.0,0.0,Mexico City Grand Prix,2023,0,25.5,45.6,221.0,1,5.0
VER,Red Bull Racing,1.0,1.0,25.0,Brazilian Grand Prix,2023,1,20.5,46.8,454.0,0,1.0
NOR,McLaren,2.0,6.0,19.0,Brazilian Grand Prix,2023,1,20.5,46.8,155.0,0,7.0
ALO,Aston Martin,3.0,4.0,15.0,Brazilian Grand Prix,2023,1,20.5,46.8,175.0,0,4.0
PER,Red Bull Racing,4.0,9.0,12.0,Brazilian Grand Prix,2023,1,20.5,46.8,221.0,0,9.0
STR,Aston Martin,5.0,3.0,10.0,Brazilian Grand Prix,2023,1,20.5,46.8,47.0,0,3.0
SAI,Ferrari,6.0,7.0,8.0,Brazilian Grand Prix,2023,1,20.5,46.8,162.0,0,8.0
GAS,Alpine,7.0,15.0,6.0,Brazilian Grand Prix,2023,1,20.5,46.8,48.0,0,13.0
HAM,Mercedes,8.0,5.0,4.0,Brazilian Grand Prix,2023,1,20.5,46.8,205.0,0,5.0
TSU,AlphaTauri,9.0,16.0,2.0,Brazilian Grand Prix,2023,1,20.5,46.8,8.0,0,16.0
OCO,Alpine,10.0,14.0,1.0,Brazilian Grand Prix,2023,1,20.5,46.8,43.0,0,12.0
SAR,Williams,11.0,19.0,0.0,Brazilian Grand Prix,2023,1,20.5,46.8,1.0,0,19.0
HUL,Haas F1 Team,12.0,11.0,0.0,Brazilian Grand Prix,2023,1,20.5,46.8,6.0,0,11.0
RIC,AlphaTauri,13.0,17.0,0.0,Brazilian Grand Prix,2023,1,20.5,46.8,6.0,0,17.0
PIA,McLaren,14.0,10.0,0.0,Brazilian Grand Prix,2023,1,20.5,46.8,72.0,0,10.0
RUS,Mercedes,15.0,8.0,0.0,Brazilian Grand Prix,2023,1,20.5,46.8,138.0,0,6.0
BOT,Alfa Romeo,16.0,18.0,0.0,Brazilian Grand Prix,2023,1,20.5,46.8,10.0,0,18.0
ZHO,Alfa Romeo,17.0,20.0,0.0,Brazilian Grand Prix,2023,1,20.5,46.8,6.0,0,20.0
MAG,Haas F1 Team,18.0,12.0,0.0,Brazilian Grand Prix,2023,1,20.5,46.8,3.0,0,14.0
ALB,Williams,19.0,13.0,0.0,Brazilian Grand Prix,2023,1,20.5,46.8,25.0,0,15.0
LEC,Ferrari,20.0,2.0,0.0,Brazilian Grand Prix,2023,1,20.5,46.8,149.0,0,2.0
VER,Red Bull Racing,1.0,2.0,25.0,Las Vegas Grand Prix,2023,0,18.0,18.0,479.0,0,3.0
LEC,Ferrari,2.0,1.0,18.0,Las Vegas Grand Prix,2023,0,18.0,18.0,149.0,0,1.0
